1659;2;Komorowski Bronisław Maria;651
1659;1;Duda Andrzej Sebastian;471
1660;2;Komorowski Bronisław Maria;487
1660;1;Duda Andrzej Sebastian;500
1661;2;Komorowski Bronisław Maria;683
1661;1;Duda Andrzej Sebastian;618
1662;2;Komorowski Bronisław Maria;692
1662;1;Duda Andrzej Sebastian;560
1663;2;Komorowski Bronisław Maria;676
1663;1;Duda Andrzej Sebastian;484
1664;2;Komorowski Bronisław Maria;643
1664;1;Duda Andrzej Sebastian;536
1665;2;Komorowski Bronisław Maria;537
1665;1;Duda Andrzej Sebastian;616
1666;2;Komorowski Bronisław Maria;649
1666;1;Duda Andrzej Sebastian;442
1667;2;Komorowski Bronisław Maria;520
1667;1;Duda Andrzej Sebastian;269
1668;2;Komorowski Bronisław Maria;240
1668;1;Duda Andrzej Sebastian;153
1669;2;Komorowski Bronisław Maria;759
1669;1;Duda Andrzej Sebastian;432
1670;2;Komorowski Bronisław Maria;626
1670;1;Duda Andrzej Sebastian;375
1671;2;Komorowski Bronisław Maria;560
1671;1;Duda Andrzej Sebastian;342
1672;2;Komorowski Bronisław Maria;711
1672;1;Duda Andrzej Sebastian;453
1673;2;Komorowski Bronisław Maria;934
1673;1;Duda Andrzej Sebastian;758
1674;2;Komorowski Bronisław Maria;905
1674;1;Duda Andrzej Sebastian;543
1675;2;Komorowski Bronisław Maria;555
1675;1;Duda Andrzej Sebastian;309
1676;2;Komorowski Bronisław Maria;922
1676;1;Duda Andrzej Sebastian;586
1677;2;Komorowski Bronisław Maria;660
1677;1;Duda Andrzej Sebastian;412
1678;2;Komorowski Bronisław Maria;654
1678;1;Duda Andrzej Sebastian;338
1679;2;Komorowski Bronisław Maria;715
1679;1;Duda Andrzej Sebastian;545
1680;2;Komorowski Bronisław Maria;696
1680;1;Duda Andrzej Sebastian;559
1681;2;Komorowski Bronisław Maria;576
1681;1;Duda Andrzej Sebastian;464
1682;2;Komorowski Bronisław Maria;848
1682;1;Duda Andrzej Sebastian;529
1683;2;Komorowski Bronisław Maria;769
1683;1;Duda Andrzej Sebastian;561
1684;2;Komorowski Bronisław Maria;467
1684;1;Duda Andrzej Sebastian;372
1685;2;Komorowski Bronisław Maria;778
1685;1;Duda Andrzej Sebastian;519
1686;2;Komorowski Bronisław Maria;691
1686;1;Duda Andrzej Sebastian;505
1687;2;Komorowski Bronisław Maria;618
1687;1;Duda Andrzej Sebastian;538
1688;2;Komorowski Bronisław Maria;530
1688;1;Duda Andrzej Sebastian;339
1689;2;Komorowski Bronisław Maria;551
1689;1;Duda Andrzej Sebastian;348
1690;2;Komorowski Bronisław Maria;445
1690;1;Duda Andrzej Sebastian;386
1691;2;Komorowski Bronisław Maria;360
1691;1;Duda Andrzej Sebastian;357
1692;2;Komorowski Bronisław Maria;600
1692;1;Duda Andrzej Sebastian;332
1693;2;Komorowski Bronisław Maria;546
1693;1;Duda Andrzej Sebastian;405
1694;2;Komorowski Bronisław Maria;888
1694;1;Duda Andrzej Sebastian;422
1695;2;Komorowski Bronisław Maria;738
1695;1;Duda Andrzej Sebastian;515
1696;2;Komorowski Bronisław Maria;587
1696;1;Duda Andrzej Sebastian;289
1697;2;Komorowski Bronisław Maria;763
1697;1;Duda Andrzej Sebastian;476
1698;2;Komorowski Bronisław Maria;887
1698;1;Duda Andrzej Sebastian;555
1699;2;Komorowski Bronisław Maria;782
1699;1;Duda Andrzej Sebastian;391
1700;2;Komorowski Bronisław Maria;936
1700;1;Duda Andrzej Sebastian;463
1701;2;Komorowski Bronisław Maria;854
1701;1;Duda Andrzej Sebastian;468
1702;2;Komorowski Bronisław Maria;821
1702;1;Duda Andrzej Sebastian;540
1703;2;Komorowski Bronisław Maria;767
1703;1;Duda Andrzej Sebastian;596
1704;2;Komorowski Bronisław Maria;718
1704;1;Duda Andrzej Sebastian;588
1705;2;Komorowski Bronisław Maria;935
1705;1;Duda Andrzej Sebastian;497
1706;2;Komorowski Bronisław Maria;845
1706;1;Duda Andrzej Sebastian;433
1707;2;Komorowski Bronisław Maria;796
1707;1;Duda Andrzej Sebastian;441
1708;2;Komorowski Bronisław Maria;680
1708;1;Duda Andrzej Sebastian;531
1709;2;Komorowski Bronisław Maria;495
1709;1;Duda Andrzej Sebastian;454
1710;2;Komorowski Bronisław Maria;739
1710;1;Duda Andrzej Sebastian;446
1711;2;Komorowski Bronisław Maria;599
1711;1;Duda Andrzej Sebastian;426
1712;2;Komorowski Bronisław Maria;530
1712;1;Duda Andrzej Sebastian;420
1713;2;Komorowski Bronisław Maria;599
1713;1;Duda Andrzej Sebastian;418
1714;2;Komorowski Bronisław Maria;651
1714;1;Duda Andrzej Sebastian;522
1715;2;Komorowski Bronisław Maria;558
1715;1;Duda Andrzej Sebastian;453
1716;2;Komorowski Bronisław Maria;654
1716;1;Duda Andrzej Sebastian;533
1717;2;Komorowski Bronisław Maria;618
1717;1;Duda Andrzej Sebastian;538
1718;2;Komorowski Bronisław Maria;627
1718;1;Duda Andrzej Sebastian;448
1719;2;Komorowski Bronisław Maria;616
1719;1;Duda Andrzej Sebastian;446
1720;2;Komorowski Bronisław Maria;575
1720;1;Duda Andrzej Sebastian;400
1721;2;Komorowski Bronisław Maria;521
1721;1;Duda Andrzej Sebastian;328
1722;2;Komorowski Bronisław Maria;515
1722;1;Duda Andrzej Sebastian;347
1723;2;Komorowski Bronisław Maria;448
1723;1;Duda Andrzej Sebastian;416
1724;2;Komorowski Bronisław Maria;470
1724;1;Duda Andrzej Sebastian;585
1725;2;Komorowski Bronisław Maria;480
1725;1;Duda Andrzej Sebastian;450
1726;2;Komorowski Bronisław Maria;466
1726;1;Duda Andrzej Sebastian;450
1727;2;Komorowski Bronisław Maria;350
1727;1;Duda Andrzej Sebastian;283
1728;2;Komorowski Bronisław Maria;465
1728;1;Duda Andrzej Sebastian;317
1729;2;Komorowski Bronisław Maria;425
1729;1;Duda Andrzej Sebastian;360
1730;2;Komorowski Bronisław Maria;343
1730;1;Duda Andrzej Sebastian;329
1731;2;Komorowski Bronisław Maria;590
1731;1;Duda Andrzej Sebastian;550
1732;2;Komorowski Bronisław Maria;716
1732;1;Duda Andrzej Sebastian;464
1733;2;Komorowski Bronisław Maria;873
1733;1;Duda Andrzej Sebastian;552
1734;2;Komorowski Bronisław Maria;652
1734;1;Duda Andrzej Sebastian;493
1735;2;Komorowski Bronisław Maria;633
1735;1;Duda Andrzej Sebastian;480
1736;2;Komorowski Bronisław Maria;606
1736;1;Duda Andrzej Sebastian;549
1737;2;Komorowski Bronisław Maria;383
1737;1;Duda Andrzej Sebastian;255
1738;2;Komorowski Bronisław Maria;1042
1738;1;Duda Andrzej Sebastian;422
1739;2;Komorowski Bronisław Maria;875
1739;1;Duda Andrzej Sebastian;544
1740;2;Komorowski Bronisław Maria;1023
1740;1;Duda Andrzej Sebastian;375
1741;2;Komorowski Bronisław Maria;787
1741;1;Duda Andrzej Sebastian;298
1742;2;Komorowski Bronisław Maria;713
1742;1;Duda Andrzej Sebastian;335
1743;2;Komorowski Bronisław Maria;794
1743;1;Duda Andrzej Sebastian;398
1744;2;Komorowski Bronisław Maria;974
1744;1;Duda Andrzej Sebastian;569
1745;2;Komorowski Bronisław Maria;1020
1745;1;Duda Andrzej Sebastian;521
1746;2;Komorowski Bronisław Maria;954
1746;1;Duda Andrzej Sebastian;352
1747;2;Komorowski Bronisław Maria;731
1747;1;Duda Andrzej Sebastian;577
1748;2;Komorowski Bronisław Maria;919
1748;1;Duda Andrzej Sebastian;557
1749;2;Komorowski Bronisław Maria;795
1749;1;Duda Andrzej Sebastian;334
1750;2;Komorowski Bronisław Maria;752
1750;1;Duda Andrzej Sebastian;265
1751;2;Komorowski Bronisław Maria;907
1751;1;Duda Andrzej Sebastian;539
1752;2;Komorowski Bronisław Maria;909
1752;1;Duda Andrzej Sebastian;496
1753;2;Komorowski Bronisław Maria;765
1753;1;Duda Andrzej Sebastian;405
1754;2;Komorowski Bronisław Maria;598
1754;1;Duda Andrzej Sebastian;349
1755;2;Komorowski Bronisław Maria;1016
1755;1;Duda Andrzej Sebastian;479
1756;2;Komorowski Bronisław Maria;602
1756;1;Duda Andrzej Sebastian;451
1757;2;Komorowski Bronisław Maria;389
1757;1;Duda Andrzej Sebastian;340
1758;2;Komorowski Bronisław Maria;499
1758;1;Duda Andrzej Sebastian;336
1759;2;Komorowski Bronisław Maria;538
1759;1;Duda Andrzej Sebastian;385
1760;2;Komorowski Bronisław Maria;516
1760;1;Duda Andrzej Sebastian;404
1761;2;Komorowski Bronisław Maria;409
1761;1;Duda Andrzej Sebastian;311
1762;2;Komorowski Bronisław Maria;647
1762;1;Duda Andrzej Sebastian;511
1763;2;Komorowski Bronisław Maria;447
1763;1;Duda Andrzej Sebastian;350
1764;2;Komorowski Bronisław Maria;566
1764;1;Duda Andrzej Sebastian;354
1765;2;Komorowski Bronisław Maria;353
1765;1;Duda Andrzej Sebastian;317
1766;2;Komorowski Bronisław Maria;516
1766;1;Duda Andrzej Sebastian;363
1767;2;Komorowski Bronisław Maria;391
1767;1;Duda Andrzej Sebastian;311
1768;2;Komorowski Bronisław Maria;415
1768;1;Duda Andrzej Sebastian;322
1769;2;Komorowski Bronisław Maria;635
1769;1;Duda Andrzej Sebastian;457
1770;2;Komorowski Bronisław Maria;715
1770;1;Duda Andrzej Sebastian;536
1771;2;Komorowski Bronisław Maria;851
1771;1;Duda Andrzej Sebastian;577
1772;2;Komorowski Bronisław Maria;855
1772;1;Duda Andrzej Sebastian;453
1773;2;Komorowski Bronisław Maria;848
1773;1;Duda Andrzej Sebastian;562
1774;2;Komorowski Bronisław Maria;834
1774;1;Duda Andrzej Sebastian;530
1775;2;Komorowski Bronisław Maria;942
1775;1;Duda Andrzej Sebastian;555
1776;2;Komorowski Bronisław Maria;679
1776;1;Duda Andrzej Sebastian;524
1777;2;Komorowski Bronisław Maria;631
1777;1;Duda Andrzej Sebastian;527
1778;2;Komorowski Bronisław Maria;674
1778;1;Duda Andrzej Sebastian;485
1779;2;Komorowski Bronisław Maria;741
1779;1;Duda Andrzej Sebastian;482
1780;2;Komorowski Bronisław Maria;586
1780;1;Duda Andrzej Sebastian;458
1781;2;Komorowski Bronisław Maria;444
1781;1;Duda Andrzej Sebastian;394
1782;2;Komorowski Bronisław Maria;632
1782;1;Duda Andrzej Sebastian;565
1783;2;Komorowski Bronisław Maria;799
1783;1;Duda Andrzej Sebastian;568
1784;2;Komorowski Bronisław Maria;798
1784;1;Duda Andrzej Sebastian;533
1785;2;Komorowski Bronisław Maria;678
1785;1;Duda Andrzej Sebastian;566
1786;2;Komorowski Bronisław Maria;572
1786;1;Duda Andrzej Sebastian;480
1787;2;Komorowski Bronisław Maria;742
1787;1;Duda Andrzej Sebastian;470
1788;2;Komorowski Bronisław Maria;818
1788;1;Duda Andrzej Sebastian;520
1789;2;Komorowski Bronisław Maria;660
1789;1;Duda Andrzej Sebastian;478
1790;2;Komorowski Bronisław Maria;620
1790;1;Duda Andrzej Sebastian;407
1791;2;Komorowski Bronisław Maria;635
1791;1;Duda Andrzej Sebastian;449
1792;2;Komorowski Bronisław Maria;491
1792;1;Duda Andrzej Sebastian;341
1793;2;Komorowski Bronisław Maria;728
1793;1;Duda Andrzej Sebastian;587
1794;2;Komorowski Bronisław Maria;587
1794;1;Duda Andrzej Sebastian;348
1795;2;Komorowski Bronisław Maria;688
1795;1;Duda Andrzej Sebastian;491
1796;2;Komorowski Bronisław Maria;686
1796;1;Duda Andrzej Sebastian;574
1797;2;Komorowski Bronisław Maria;521
1797;1;Duda Andrzej Sebastian;494
1798;2;Komorowski Bronisław Maria;627
1798;1;Duda Andrzej Sebastian;400
1799;2;Komorowski Bronisław Maria;619
1799;1;Duda Andrzej Sebastian;514
1800;2;Komorowski Bronisław Maria;800
1800;1;Duda Andrzej Sebastian;434
1801;2;Komorowski Bronisław Maria;775
1801;1;Duda Andrzej Sebastian;487
1802;2;Komorowski Bronisław Maria;730
